Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570489245,2019-10-07 23:00:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Acquired,Acquired,Acquired,,,2.8300448E2,2.23618368E2,1.48234688E2,1.74999808E2,5.4834199999999996E1,7.850420799999999E1,2.544964E2,3.44968192E2,2.33059664E2,3.16320896E2,,,2.2434317999999998E1,5.9585676E1,1.2298822E1,3.7591496E1,3.1647914E1,3.963116E1,1.3675628999999999E1,8.5127376E1,1.6559732E1,1.5261054E1,,,10,12,13,15,17,19,20,24,25,32,,,2,15,1,14,1,4,2,14,2,1,,,
1570489305,2019-10-07 23:01:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489365,2019-10-07 23:02:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489425,2019-10-07 23:03:45.728,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489485,2019-10-07 23:04:45.724,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489545,2019-10-07 23:05:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489605,2019-10-07 23:06:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489665,2019-10-07 23:07:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489725,2019-10-07 23:08:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
1570489785,2019-10-07 23:09:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,,,2.65824544E2,2.43734976E2,1.7381712E2,4.0650316E1,5.5358388E1,1.0880811999999999E2,2.4352743999999998E2,3.09442944E2,8.6350888E1,3.21033184E2,,,1.3490943E1,8.0124168E1,1.8813831999999998E1,2.0841525999999998E1,3.4384668E1,7.3223336E1,3.3834768E1,3.0506353999999998E1,8.678521E0,8.967842E0,,,10,12,15,17,19,24,25,32,6,14,,,1,14,11,2,1,15,15,3,0,0,,,
