Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570435245,2019-10-07 08:00:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,28000,8905,0,2019-10-07 07:28:52.000000000,
1570435305,2019-10-07 08:01:45.724,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,29100,8905,0,2019-10-07 07:28:52.000000000,
1570435365,2019-10-07 08:02:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,30200,8905,0,2019-10-07 07:28:52.000000000,
1570435425,2019-10-07 08:03:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,31100,8905,0,2019-10-07 07:28:52.000000000,
1570435485,2019-10-07 08:04:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,32300,8905,0,2019-10-07 07:28:52.000000000,
1570435545,2019-10-07 08:05:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,33700,8905,0,2019-10-07 07:28:52.000000000,
1570435605,2019-10-07 08:06:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,34800,8905,0,2019-10-07 07:28:52.000000000,
1570435665,2019-10-07 08:07:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,35900,8905,0,2019-10-07 07:28:52.000000000,
1570435725,2019-10-07 08:08:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,37000,8905,0,2019-10-07 07:28:52.000000000,
1570435785,2019-10-07 08:09:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,38000,8905,0,2019-10-07 07:28:52.000000000,
1570435845,2019-10-07 08:10:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,39400,8905,0,2019-10-07 07:28:52.000000000,
1570435905,2019-10-07 08:11:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,41100,8905,0,2019-10-07 07:28:52.000000000,
1570435965,2019-10-07 08:12:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,42400,8905,0,2019-10-07 07:28:52.000000000,
1570436025,2019-10-07 08:13:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,43500,8905,0,2019-10-07 07:28:52.000000000,
1570436085,2019-10-07 08:14:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,44900,8905,0,2019-10-07 07:28:52.000000000,
