Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570431645,2019-10-07 07:00:45.733,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,23100,8898,0,2019-10-07 06:35:22.000000000,
1570431705,2019-10-07 07:01:45.724,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,24600,8898,0,2019-10-07 06:35:22.000000000,
1570431765,2019-10-07 07:02:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,26000,8898,0,2019-10-07 06:35:22.000000000,
1570431825,2019-10-07 07:03:45.723,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,27100,8898,0,2019-10-07 06:35:22.000000000,
1570431885,2019-10-07 07:04:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,28000,8898,0,2019-10-07 06:35:22.000000000,
1570431945,2019-10-07 07:05:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,29000,8898,0,2019-10-07 06:35:22.000000000,
1570432005,2019-10-07 07:06:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,30100,8898,0,2019-10-07 06:35:22.000000000,
1570432065,2019-10-07 07:07:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,31200,8898,0,2019-10-07 06:35:22.000000000,
1570432125,2019-10-07 07:08:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,32300,8898,0,2019-10-07 06:35:22.000000000,
1570432185,2019-10-07 07:09:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,33500,8898,0,2019-10-07 06:35:22.000000000,
1570432245,2019-10-07 07:10:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,34500,8898,0,2019-10-07 06:35:22.000000000,
1570432305,2019-10-07 07:11:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,35600,8898,0,2019-10-07 06:35:22.000000000,
1570432365,2019-10-07 07:12:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,36900,8898,0,2019-10-07 06:35:22.000000000,
1570432425,2019-10-07 07:13:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,38100,8898,0,2019-10-07 06:35:22.000000000,
1570432485,2019-10-07 07:14:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,39400,8898,0,2019-10-07 06:35:22.000000000,
1570432545,2019-10-07 07:15:45.759,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,40500,8898,0,2019-10-07 06:35:22.000000000,
1570432605,2019-10-07 07:16:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,41300,8898,0,2019-10-07 06:35:22.000000000,
1570432665,2019-10-07 07:17:45.736,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,42100,8898,0,2019-10-07 06:35:22.000000000,
1570432725,2019-10-07 07:18:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,43100,8898,0,2019-10-07 06:35:22.000000000,
1570432785,2019-10-07 07:19:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,44400,8898,0,2019-10-07 06:35:22.000000000,
1570432845,2019-10-07 07:20:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,45700,8898,0,2019-10-07 06:35:22.000000000,
1570432905,2019-10-07 07:21:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,47000,8898,0,2019-10-07 06:35:22.000000000,
1570432965,2019-10-07 07:22:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,48100,8898,0,2019-10-07 06:35:22.000000000,
1570433025,2019-10-07 07:23:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,49300,8898,0,2019-10-07 06:35:22.000000000,
1570433085,2019-10-07 07:24:45.722,57.990628N 10.574563E 197m,Off,7,2.5382292E0,1.4641867E0,Time OK,Free running,50600,8898,0,2019-10-07 06:35:22.000000000,
1570433145,2019-10-07 07:25:45.723,57.990572N 10.574516E 215m,Doing fixes,4,1.9165645E0,5.3961426E-1,Time OK,Free running,51700,8898,0,2019-10-07 07:25:42.000000000,
1570433205,2019-10-07 07:26:45.723,57.990572N 10.574451E 208m,Doing fixes,6,3.1564434E0,2.1360583E0,Time OK,Fine lock,100,8904,104,2019-10-07 07:26:42.000000000,
1570433265,2019-10-07 07:27:45.722,57.990584N 10.574446E 208m,Doing fixes,6,3.1366615E0,2.1196988E0,Time OK,Fine lock,100,8903,0,2019-10-07 07:27:42.000000000,
1570433325,2019-10-07 07:28:45.722,57.990592N 10.574461E 206m,Doing fixes,6,3.1165123E0,2.102964E0,Time OK,Fine lock,100,8905,0,2019-10-07 07:28:42.000000000,
1570433385,2019-10-07 07:29:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,800,8905,0,2019-10-07 07:28:52.000000000,
1570433445,2019-10-07 07:30:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,1600,8905,0,2019-10-07 07:28:52.000000000,
1570433505,2019-10-07 07:31:45.724,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,2400,8905,0,2019-10-07 07:28:52.000000000,
1570433565,2019-10-07 07:32:45.755,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,3400,8905,0,2019-10-07 07:28:52.000000000,
1570433625,2019-10-07 07:33:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,4300,8905,0,2019-10-07 07:28:52.000000000,
1570433685,2019-10-07 07:34:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,5100,8905,0,2019-10-07 07:28:52.000000000,
1570433745,2019-10-07 07:35:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,6000,8905,0,2019-10-07 07:28:52.000000000,
1570433805,2019-10-07 07:36:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,6900,8905,0,2019-10-07 07:28:52.000000000,
1570433865,2019-10-07 07:37:45.723,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,7900,8905,0,2019-10-07 07:28:52.000000000,
1570433925,2019-10-07 07:38:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,8800,8905,0,2019-10-07 07:28:52.000000000,
1570433985,2019-10-07 07:39:45.722,57.990596N 10.574464E 205m,Off,6,3.113569E0,2.1005116E0,Time OK,Free running,9600,8905,0,2019-10-07 07:28:52.000000000,
