Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570438845,2019-10-07 09:00:45.722,-2.7635098E-3,-1.006341E-2,-3.927231E-3,-4.1964054E-3,3.6351013E-1,3.6017418E-1,3.651657E-1,
1570438905,2019-10-07 09:01:45.722,-4.3654442E-4,-7.6577663E-3,-1.159668E-3,-2.544403E-3,3.694582E-1,3.6499596E-1,3.720808E-1,
1570438965,2019-10-07 09:02:45.723,5.9127808E-5,-7.752657E-3,-1.4104843E-3,-1.3654232E-3,3.6840057E-1,3.6273575E-1,3.722191E-1,
1570439025,2019-10-07 09:03:45.722,-2.5753975E-3,-1.0430098E-2,-3.5994053E-3,-3.7703514E-3,3.6319828E-1,3.5818768E-1,3.6649132E-1,
1570439085,2019-10-07 09:04:45.722,-6.2036514E-4,-8.247852E-3,-1.945734E-3,-2.2428036E-3,3.7326813E-1,3.673172E-1,3.7696266E-1,
1570439145,2019-10-07 09:05:45.722,1.8424988E-3,-6.0560703E-3,8.1300735E-4,9.9658966E-5,3.7609196E-1,3.7006378E-1,3.786478E-1,
1570439205,2019-10-07 09:06:45.722,-2.5484562E-3,-9.939671E-3,-3.35598E-3,-3.953457E-3,3.625021E-1,3.5640907E-1,3.6419392E-1,
1570439265,2019-10-07 09:07:45.722,-2.800703E-3,-1.05021E-2,-3.1511784E-3,-3.563881E-3,3.628168E-1,3.5833168E-1,3.6681938E-1,
1570439325,2019-10-07 09:08:45.722,-2.4511814E-3,-1.0334492E-2,-3.5898685E-3,-3.8645267E-3,3.6409187E-1,3.5765743E-1,3.6727905E-1,
1570439385,2019-10-07 09:09:45.725,2.4318695E-4,-7.7536106E-3,-1.3377666E-3,-1.4698505E-3,3.689537E-1,3.6207867E-1,3.7303925E-1,
1570439445,2019-10-07 09:10:45.722,-2.3674965E-3,-1.0225296E-2,-3.471613E-3,-4.0979385E-3,3.6529255E-1,3.5803032E-1,3.672037E-1,
1570439505,2019-10-07 09:11:45.723,-3.2901764E-4,-7.837057E-3,-1.4138222E-3,-1.6822815E-3,3.705101E-1,3.6620522E-1,3.7370682E-1,
1570439565,2019-10-07 09:12:45.722,-2.348423E-4,-7.989645E-3,-1.2586117E-3,-2.0473003E-3,3.7111092E-1,3.648653E-1,3.71727E-1,
1570439625,2019-10-07 09:13:45.722,2.8848648E-4,-7.7939034E-3,-1.213789E-3,-2.1879673E-3,3.716154E-1,3.6429214E-1,3.7355423E-1,
1570439685,2019-10-07 09:14:45.723,1.6641617E-4,-7.631302E-3,-1.2865067E-3,-1.6210079E-3,3.7058735E-1,3.646183E-1,3.7412453E-1,
1570439745,2019-10-07 09:15:45.722,-2.0551682E-3,-1.0280848E-2,-3.136158E-3,-3.723383E-3,3.6233997E-1,3.561344E-1,3.6604786E-1,
1570439805,2019-10-07 09:16:45.722,1.6903877E-3,-6.2491894E-3,1.244545E-4,6.0510635E-4,3.7399578E-1,3.6813068E-1,3.768959E-1,
1570439865,2019-10-07 09:17:45.722,1.616478E-3,-6.2325E-3,6.775856E-4,-1.6188622E-4,3.7391853E-1,3.6852074E-1,3.7662888E-1,
1570439925,2019-10-07 09:18:45.722,2.2718906E-3,-6.113529E-3,2.632141E-4,3.9863586E-4,3.7610245E-1,3.7059593E-1,3.794775E-1,
1570439985,2019-10-07 09:19:45.735,-4.990101E-4,-8.00705E-3,-1.0457039E-3,-1.9595623E-3,3.6834717E-1,3.6278343E-1,3.7078E-1,
1570440045,2019-10-07 09:20:45.722,-1.0011196E-3,-8.654356E-3,-1.6100407E-3,-1.762867E-3,3.7303638E-1,3.6876965E-1,3.725214E-1,
1570440105,2019-10-07 09:21:45.722,-5.5527687E-4,-8.399963E-3,-1.6157627E-3,-2.0530224E-3,3.7392616E-1,3.6850452E-1,3.741846E-1,
1570440165,2019-10-07 09:22:45.722,1.5964508E-3,-6.0822964E-3,4.0602684E-4,5.891323E-4,3.7569904E-1,3.6980534E-1,3.784418E-1,
1570440225,2019-10-07 09:23:45.722,-2.6183128E-3,-9.756565E-3,-3.1905174E-3,-3.4985542E-3,3.629179E-1,3.5731888E-1,3.6558437E-1,
1570440285,2019-10-07 09:24:45.722,1.534462E-3,-6.156206E-3,1.7476082E-4,4.4059753E-4,3.74362E-1,3.6912155E-1,3.7575722E-1,
1570440345,2019-10-07 09:25:45.722,-5.221367E-4,-8.226633E-3,-1.187563E-3,-1.8928051E-3,3.7207413E-1,3.6736965E-1,3.6797905E-1,
1570440405,2019-10-07 09:26:45.756,1.8219948E-3,-5.887985E-3,6.8330765E-4,5.142689E-4,3.7530708E-1,3.7010193E-1,3.7603664E-1,
1570440465,2019-10-07 09:27:45.722,-3.209114E-4,-8.518219E-3,-1.6548634E-3,-1.8959045E-3,3.6790657E-1,3.6235046E-1,3.7099552E-1,
1570440525,2019-10-07 09:28:45.761,-2.8703213E-3,-1.0500908E-2,-3.2022E-3,-3.85952E-3,3.5964394E-1,3.580885E-1,3.6654854E-1,
1570440585,2019-10-07 09:29:45.722,1.6713142E-4,-7.981539E-3,-1.2776852E-3,-1.9595623E-3,3.7173367E-1,3.6377048E-1,3.7704086E-1,
1570440645,2019-10-07 09:30:45.722,-2.4764538E-3,-9.885073E-3,-3.4821033E-3,-3.9801598E-3,3.6332035E-1,3.5661602E-1,3.640585E-1,
1570440705,2019-10-07 09:31:45.722,1.188755E-3,-5.58877E-3,1.1277199E-4,4.0841103E-4,3.7390614E-1,3.689623E-1,3.7911034E-1,
1570440765,2019-10-07 09:32:45.722,-2.579689E-3,-1.0195255E-2,-3.2732487E-3,-4.0864944E-3,3.633175E-1,3.585062E-1,3.650055E-1,
