Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570453245,2019-10-07 13:00:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,12800,9298,0,2019-10-07 12:50:12.000000000,
1570453305,2019-10-07 13:01:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,14200,9298,0,2019-10-07 12:50:12.000000000,
1570453365,2019-10-07 13:02:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,15600,9298,0,2019-10-07 12:50:12.000000000,
1570453425,2019-10-07 13:03:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,17200,9298,0,2019-10-07 12:50:12.000000000,
1570453485,2019-10-07 13:04:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,18800,9298,0,2019-10-07 12:50:12.000000000,
1570453545,2019-10-07 13:05:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,20400,9298,0,2019-10-07 12:50:12.000000000,
1570453605,2019-10-07 13:06:45.729,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,21900,9298,0,2019-10-07 12:50:12.000000000,
1570453665,2019-10-07 13:07:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,23500,9298,0,2019-10-07 12:50:12.000000000,
1570453725,2019-10-07 13:08:45.724,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,25200,9298,0,2019-10-07 12:50:12.000000000,
1570453785,2019-10-07 13:09:45.722,57.990652N 10.574496E 185m,Off,7,2.8731773E0,1.9083929E0,Time OK,Free running,26800,9298,0,2019-10-07 12:50:12.000000000,
