Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570176045,2019-10-04 08:00:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,7700,8911,0,2019-10-04 07:53:02.000000000,
1570176105,2019-10-04 08:01:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,8900,8911,0,2019-10-04 07:53:02.000000000,
1570176165,2019-10-04 08:02:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,10000,8911,0,2019-10-04 07:53:02.000000000,
1570176225,2019-10-04 08:03:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,10800,8911,0,2019-10-04 07:53:02.000000000,
1570176285,2019-10-04 08:04:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,11700,8911,0,2019-10-04 07:53:02.000000000,
1570176345,2019-10-04 08:05:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,12500,8911,0,2019-10-04 07:53:02.000000000,
1570176405,2019-10-04 08:06:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,13300,8911,0,2019-10-04 07:53:02.000000000,
1570176465,2019-10-04 08:07:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,14200,8911,0,2019-10-04 07:53:02.000000000,
1570176525,2019-10-04 08:08:45.760,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,15100,8911,0,2019-10-04 07:53:02.000000000,
1570176585,2019-10-04 08:09:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,15900,8911,0,2019-10-04 07:53:02.000000000,
1570176645,2019-10-04 08:10:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,16800,8911,0,2019-10-04 07:53:02.000000000,
1570176705,2019-10-04 08:11:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,17600,8911,0,2019-10-04 07:53:02.000000000,
1570176765,2019-10-04 08:12:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,18500,8911,0,2019-10-04 07:53:02.000000000,
1570176825,2019-10-04 08:13:45.723,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,19700,8911,0,2019-10-04 07:53:02.000000000,
1570176885,2019-10-04 08:14:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,20800,8911,0,2019-10-04 07:53:02.000000000,
1570176945,2019-10-04 08:15:45.724,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,21800,8911,0,2019-10-04 07:53:02.000000000,
1570177005,2019-10-04 08:16:45.722,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,23200,8911,0,2019-10-04 07:53:02.000000000,
1570177065,2019-10-04 08:17:45.761,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,24400,8911,0,2019-10-04 07:53:02.000000000,
1570177125,2019-10-04 08:18:45.724,57.990576N 10.574532E 200m,Off,5,10.5127561E0,5.0232166E-1,Time OK,Free running,25400,8911,0,2019-10-04 07:53:02.000000000,
