Time(longsecs),Time(UTC),External SOH Voltage 1(V),External SOH Voltage 2(V),External SOH Voltage 3(V),External SOH Voltage 4(V),Sensor SOH Voltage 1(V),Sensor SOH Voltage 2(V),Sensor SOH Voltage 3(V),
1570183245,2019-10-04 10:00:45.722,-8.442402E-4,-8.327484E-3,-1.2454987E-3,-2.6466846E-3,3.7656784E-1,3.7242794E-1,3.8058186E-1,
1570183305,2019-10-04 10:01:45.722,-2.901554E-4,-8.152962E-3,-2.503872E-3,-1.7514229E-3,3.7923717E-1,3.7337303E-1,3.822298E-1,
1570183365,2019-10-04 10:02:45.722,-1.16825104E-4,-7.185936E-3,-7.376671E-4,-1.7895699E-3,3.7773323E-1,3.718624E-1,3.8132858E-1,
1570183425,2019-10-04 10:03:45.722,1.8286705E-3,-6.6092014E-3,6.2823296E-4,1.8162727E-3,3.822298E-1,3.7726974E-1,3.845873E-1,
1570183485,2019-10-04 10:04:45.772,2.4769306E-3,-7.016897E-3,8.354187E-4,8.673668E-4,3.856926E-1,3.8162613E-1,3.865404E-1,
1570183545,2019-10-04 10:05:45.724,-2.4318695E-4,-7.4603558E-3,-1.3048649E-3,-2.033949E-3,3.8028717E-1,3.7408352E-1,3.8171673E-1,
1570183605,2019-10-04 10:06:45.722,7.4124336E-4,-5.846262E-3,5.10931E-4,9.1934204E-4,3.8467312E-1,3.790226E-1,3.9065742E-1,
1570183665,2019-10-04 10:07:45.722,-2.096653E-3,-9.955645E-3,-4.3087006E-3,-3.1995773E-3,3.7095547E-1,3.6859226E-1,3.7422943E-1,
1570183725,2019-10-04 10:08:45.722,-5.3453445E-4,-9.967089E-3,-3.2265186E-3,-4.4522285E-3,3.7055397E-1,3.6663723E-1,3.711958E-1,
1570183785,2019-10-04 10:09:45.723,-2.4559498E-3,-1.0266542E-2,-3.5822392E-3,-4.5571327E-3,3.726139E-1,3.664999E-1,3.7344742E-1,
1570183845,2019-10-04 10:10:45.722,1.4975071E-3,-7.6847076E-3,-7.2550774E-4,-1.404047E-3,3.7970543E-1,3.7571907E-1,3.84737E-1,
1570183905,2019-10-04 10:11:45.722,-2.3839474E-3,-1.0462284E-2,-3.965616E-3,-4.3771267E-3,3.7204456E-1,3.691988E-1,3.6938858E-1,
1570183965,2019-10-04 10:12:45.722,-2.046585E-3,-1.0175943E-2,-3.0293465E-3,-3.4193993E-3,3.7233353E-1,3.6288357E-1,3.7271118E-1,
1570184025,2019-10-04 10:13:45.722,-2.1476746E-3,-9.560585E-3,-3.254652E-3,-3.6592484E-3,3.7243843E-1,3.6670208E-1,3.7543583E-1,
1570184085,2019-10-04 10:14:45.722,1.1880398E-3,-5.635977E-3,5.1259995E-4,-1.0704994E-4,3.8311672E-1,3.8014507E-1,3.859806E-1,
1570184145,2019-10-04 10:15:45.722,-3.7765503E-4,-7.825375E-3,-1.6334057E-3,-1.7178059E-3,3.835373E-1,3.7958813E-1,3.860445E-1,
1570184205,2019-10-04 10:16:45.723,-3.3307076E-4,-7.697344E-3,-1.4386177E-3,-1.9221306E-3,3.7837505E-1,3.717718E-1,3.7994862E-1,
1570184265,2019-10-04 10:17:45.722,-1.2991428E-3,-9.592056E-3,-1.2702942E-3,-2.4392605E-3,3.7935066E-1,3.7395668E-1,3.87784E-1,
1570184325,2019-10-04 10:18:45.722,1.1177063E-3,-5.8186054E-3,4.6110153E-4,-1.6450882E-4,3.8589573E-1,3.808956E-1,3.9168358E-1,
