Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570154445,2019-10-04 02:00:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,14200,8887,0,2019-10-04 01:44:52.000000000,
1570154505,2019-10-04 02:01:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,15000,8887,0,2019-10-04 01:44:52.000000000,
1570154565,2019-10-04 02:02:45.761,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,15800,8887,0,2019-10-04 01:44:52.000000000,
1570154625,2019-10-04 02:03:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,16700,8887,0,2019-10-04 01:44:52.000000000,
1570154685,2019-10-04 02:04:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,17700,8887,0,2019-10-04 01:44:52.000000000,
1570154745,2019-10-04 02:05:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,18600,8887,0,2019-10-04 01:44:52.000000000,
1570154805,2019-10-04 02:06:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,19600,8887,0,2019-10-04 01:44:52.000000000,
1570154865,2019-10-04 02:07:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,20600,8887,0,2019-10-04 01:44:52.000000000,
1570154925,2019-10-04 02:08:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,21400,8887,0,2019-10-04 01:44:52.000000000,
1570154985,2019-10-04 02:09:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,22300,8887,0,2019-10-04 01:44:52.000000000,
1570155045,2019-10-04 02:10:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,23100,8887,0,2019-10-04 01:44:52.000000000,
1570155105,2019-10-04 02:11:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,23900,8887,0,2019-10-04 01:44:52.000000000,
1570155165,2019-10-04 02:12:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,24800,8887,0,2019-10-04 01:44:52.000000000,
1570155225,2019-10-04 02:13:45.734,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,25700,8887,0,2019-10-04 01:44:52.000000000,
1570155285,2019-10-04 02:14:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,26600,8887,0,2019-10-04 01:44:52.000000000,
1570155345,2019-10-04 02:15:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,27600,8887,0,2019-10-04 01:44:52.000000000,
1570155405,2019-10-04 02:16:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,28500,8887,0,2019-10-04 01:44:52.000000000,
1570155465,2019-10-04 02:17:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,29300,8887,0,2019-10-04 01:44:52.000000000,
1570155525,2019-10-04 02:18:45.724,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,30300,8887,0,2019-10-04 01:44:52.000000000,
1570155585,2019-10-04 02:19:45.723,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,31100,8887,0,2019-10-04 01:44:52.000000000,
1570155645,2019-10-04 02:20:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,32000,8887,0,2019-10-04 01:44:52.000000000,
1570155705,2019-10-04 02:21:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,33000,8887,0,2019-10-04 01:44:52.000000000,
1570155765,2019-10-04 02:22:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,33900,8887,0,2019-10-04 01:44:52.000000000,
1570155825,2019-10-04 02:23:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,34900,8887,0,2019-10-04 01:44:52.000000000,
1570155885,2019-10-04 02:24:45.726,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,35800,8887,0,2019-10-04 01:44:52.000000000,
1570155945,2019-10-04 02:25:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,36800,8887,0,2019-10-04 01:44:52.000000000,
1570156005,2019-10-04 02:26:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,37700,8887,0,2019-10-04 01:44:52.000000000,
1570156065,2019-10-04 02:27:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,38700,8887,0,2019-10-04 01:44:52.000000000,
1570156125,2019-10-04 02:28:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,39600,8887,0,2019-10-04 01:44:52.000000000,
1570156185,2019-10-04 02:29:45.724,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,40400,8887,0,2019-10-04 01:44:52.000000000,
1570156245,2019-10-04 02:30:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,41400,8887,0,2019-10-04 01:44:52.000000000,
1570156305,2019-10-04 02:31:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,42200,8887,0,2019-10-04 01:44:52.000000000,
1570156365,2019-10-04 02:32:45.761,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,43100,8887,0,2019-10-04 01:44:52.000000000,
1570156425,2019-10-04 02:33:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,44100,8887,0,2019-10-04 01:44:52.000000000,
1570156485,2019-10-04 02:34:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,44900,8887,0,2019-10-04 01:44:52.000000000,
1570156545,2019-10-04 02:35:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,45700,8887,0,2019-10-04 01:44:52.000000000,
1570156605,2019-10-04 02:36:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,46800,8887,0,2019-10-04 01:44:52.000000000,
1570156665,2019-10-04 02:37:45.722,57.990632N 10.574426E 203m,Off,6,2.5967762E0,1.4899064E0,Time OK,Free running,47800,8887,0,2019-10-04 01:44:52.000000000,
