Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570186845,2019-10-04 11:00:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,19200,9114,0,2019-10-04 10:43:52.000000000,
1570186905,2019-10-04 11:01:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,20700,9114,0,2019-10-04 10:43:52.000000000,
1570186965,2019-10-04 11:02:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,22200,9114,0,2019-10-04 10:43:52.000000000,
1570187025,2019-10-04 11:03:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,23900,9114,0,2019-10-04 10:43:52.000000000,
1570187085,2019-10-04 11:04:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,25500,9114,0,2019-10-04 10:43:52.000000000,
1570187145,2019-10-04 11:05:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,27000,9114,0,2019-10-04 10:43:52.000000000,
1570187205,2019-10-04 11:06:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,28600,9114,0,2019-10-04 10:43:52.000000000,
1570187265,2019-10-04 11:07:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,30100,9114,0,2019-10-04 10:43:52.000000000,
1570187325,2019-10-04 11:08:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,31700,9114,0,2019-10-04 10:43:52.000000000,
1570187385,2019-10-04 11:09:45.722,57.990600N 10.574499E 189m,Off,7,3.1393175E0,2.2664518E0,Time OK,Free running,33700,9114,0,2019-10-04 10:43:52.000000000,
