Time(longsecs),Time(UTC),Earth Location,GPS Receiver Status,GPS Satellites Used,GPS PDOP,GPS TDOP,Timing Status,Timing Phase Lock,Timing Uncertainty(ns),DAC Count,Timing Error(ns),GPS Last Update Time,
1570539645,2019-10-08 13:00:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,42600,9069,0,2019-10-08 12:18:02.000000000,
1570539705,2019-10-08 13:01:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,43800,9069,0,2019-10-08 12:18:02.000000000,
1570539765,2019-10-08 13:02:45.724,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,45400,9069,0,2019-10-08 12:18:02.000000000,
1570539825,2019-10-08 13:03:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,47000,9069,0,2019-10-08 12:18:02.000000000,
1570539885,2019-10-08 13:04:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,48600,9069,0,2019-10-08 12:18:02.000000000,
1570539945,2019-10-08 13:05:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,50000,9069,0,2019-10-08 12:18:02.000000000,
1570540005,2019-10-08 13:06:45.722,57.990620N 10.574606E 181m,Off,7,3.843184E0,2.7923892E0,Time OK,Free running,51200,9069,0,2019-10-08 12:18:02.000000000,
1570540065,2019-10-08 13:07:45.723,57.990596N 10.574569E 181m,Doing fixes,6,3.9057312E0,2.328846E0,Time OK,Coarse lock,100,9493,-3333,2019-10-08 13:07:42.000000000,
1570540125,2019-10-08 13:08:45.722,57.990644N 10.574578E 178m,Doing fixes,8,2.5978117E0,1.6756773E0,Time OK,Fine lock,100,9083,0,2019-10-08 13:08:42.000000000,
1570540185,2019-10-08 13:09:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,300,9090,0,2019-10-08 13:09:22.000000000,
1570540245,2019-10-08 13:10:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,1300,9090,0,2019-10-08 13:09:22.000000000,
1570540305,2019-10-08 13:11:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,2100,9090,0,2019-10-08 13:09:22.000000000,
1570540365,2019-10-08 13:12:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,3000,9090,0,2019-10-08 13:09:22.000000000,
1570540425,2019-10-08 13:13:45.723,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,4000,9090,0,2019-10-08 13:09:22.000000000,
1570540485,2019-10-08 13:14:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,5000,9090,0,2019-10-08 13:09:22.000000000,
1570540545,2019-10-08 13:15:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,6000,9090,0,2019-10-08 13:09:22.000000000,
1570540605,2019-10-08 13:16:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,7000,9090,0,2019-10-08 13:09:22.000000000,
1570540665,2019-10-08 13:17:45.723,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,8000,9090,0,2019-10-08 13:09:22.000000000,
1570540725,2019-10-08 13:18:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,9200,9090,0,2019-10-08 13:09:22.000000000,
1570540785,2019-10-08 13:19:45.724,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,10600,9090,0,2019-10-08 13:09:22.000000000,
1570540845,2019-10-08 13:20:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,11700,9090,0,2019-10-08 13:09:22.000000000,
1570540905,2019-10-08 13:21:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,12600,9090,0,2019-10-08 13:09:22.000000000,
1570540965,2019-10-08 13:22:45.722,57.990644N 10.574578E 178m,Off,7,2.7929833E0,1.8667926E0,Time OK,Free running,14000,9090,0,2019-10-08 13:09:22.000000000,
