Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1570525245,2019-10-08 09:00:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525305,2019-10-08 09:01:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525365,2019-10-08 09:02:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525425,2019-10-08 09:03:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525485,2019-10-08 09:04:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525545,2019-10-08 09:05:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525605,2019-10-08 09:06:45.751,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525665,2019-10-08 09:07:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525725,2019-10-08 09:08:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
1570525785,2019-10-08 09:09:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Not acquired,Not acquired,Not acquired,,2.6341272E2,2.7890198399999997E2,6.1094559999999994E1,2.82159008E2,4.9939243999999995E1,2.1015401599999998E2,1.3136030399999999E2,1.13711248E2,1.34428272E2,1.7751206399999998E2,3.27274976E2,,2.9989335999999998E1,8.143211199999999E1,4.729376E1,3.6129416E1,2.049801E1,1.4471013999999998E1,5.564098E1,1.9879616E1,7.40979E0,8.573679E0,1.0557742E1,,1,8,10,11,20,22,27,32,14,16,28,,7,13,9,3,1,3,16,2,0,0,2,,
