Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570374000,2019-10-06 15:00:00.000,,,,465090,465876,464493,
1570374000,2019-10-06 15:00:00.000,24501,,,,,,
1570375800,2019-10-06 15:30:00.000,,,,465106,465895,464510,
1570374300,2019-10-06 15:05:00.000,20914,,,,,,
1570374600,2019-10-06 15:10:00.000,24363,,,,,,
1570374900,2019-10-06 15:15:00.000,20725,,,,,,
1570375200,2019-10-06 15:20:00.000,20636,,,,,,
1570375500,2019-10-06 15:25:00.000,20725,,,,,,
1570375800,2019-10-06 15:30:00.000,26964,,,,,,
1570376100,2019-10-06 15:35:00.000,24771,,,,,,
1570376400,2019-10-06 15:40:00.000,24716,,,,,,
1570376700,2019-10-06 15:45:00.000,24845,,,,,,
1570377000,2019-10-06 15:50:00.000,24833,,,,,,
1570377300,2019-10-06 15:55:00.000,21169,,,,,,
