Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570428000,2019-10-07 06:00:00.000,,,,465310,466236,464787,
1570428000,2019-10-07 06:00:00.000,28701,,,,,,
1570429800,2019-10-07 06:30:00.000,,,,465320,466243,464801,
1570428300,2019-10-07 06:05:00.000,30495,,,,,,
1570428600,2019-10-07 06:10:00.000,30478,,,,,,
1570428900,2019-10-07 06:15:00.000,30282,,,,,,
1570429200,2019-10-07 06:20:00.000,28271,,,,,,
1570429500,2019-10-07 06:25:00.000,30297,,,,,,
1570429800,2019-10-07 06:30:00.000,28591,,,,,,
1570430100,2019-10-07 06:35:00.000,-12490,,,,,,
1570430400,2019-10-07 06:40:00.000,30583,,,,,,
1570430700,2019-10-07 06:45:00.000,28364,,,,,,
1570431000,2019-10-07 06:50:00.000,26647,,,,,,
1570431300,2019-10-07 06:55:00.000,30282,,,,,,
