Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569916800,2019-10-01 08:00:00.000,,,,465225,466131,464700,
1569916800,2019-10-01 08:00:00.000,18659,,,,,,
1569918600,2019-10-01 08:30:00.000,,,,465243,466117,464709,
1569917100,2019-10-01 08:05:00.000,18625,,,,,,
1569917400,2019-10-01 08:10:00.000,20601,,,,,,
1569917700,2019-10-01 08:15:00.000,20624,,,,,,
1569918000,2019-10-01 08:20:00.000,18713,,,,,,
1569918300,2019-10-01 08:25:00.000,18551,,,,,,
1569918600,2019-10-01 08:30:00.000,18649,,,,,,
1569918900,2019-10-01 08:35:00.000,20596,,,,,,
1569919200,2019-10-01 08:40:00.000,18905,,,,,,
1569919500,2019-10-01 08:45:00.000,20863,,,,,,
1569919800,2019-10-01 08:50:00.000,20710,,,,,,
1569920100,2019-10-01 08:55:00.000,20823,,,,,,
