Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570320000,2019-10-06 00:00:00.000,,,,465277,466175,464731,
1570320000,2019-10-06 00:00:00.000,26940,,,,,,
1570321800,2019-10-06 00:30:00.000,,,,465268,466181,464740,
1570320300,2019-10-06 00:05:00.000,26627,,,,,,
1570320600,2019-10-06 00:10:00.000,26668,,,,,,
1570320900,2019-10-06 00:15:00.000,24296,,,,,,
1570321200,2019-10-06 00:20:00.000,26580,,,,,,
1570321500,2019-10-06 00:25:00.000,26713,,,,,,
1570321800,2019-10-06 00:30:00.000,24506,,,,,,
1570322100,2019-10-06 00:35:00.000,26441,,,,,,
1570322400,2019-10-06 00:40:00.000,-21500,,,,,,
1570322700,2019-10-06 00:45:00.000,26587,,,,,,
1570323000,2019-10-06 00:50:00.000,26496,,,,,,
1570323300,2019-10-06 00:55:00.000,24810,,,,,,
