Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569992400,2019-10-02 05:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,7500,8579,90,0,
1569992700,2019-10-02 05:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,16000,8579,90,0,
1569993000,2019-10-02 05:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,24700,8579,90,0,
1569993300,2019-10-02 05:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34100,8579,90,0,
1569993600,2019-10-02 05:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44400,8579,90,0,
1569993900,2019-10-02 05:25:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Coarse lock,300,8575,90,208,
1569994200,2019-10-02 05:30:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,3900,8582,90,0,
1569994500,2019-10-02 05:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,12400,8582,90,0,
1569994800,2019-10-02 05:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,21200,8582,90,0,
1569995100,2019-10-02 05:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,30800,8582,90,0,
1569995400,2019-10-02 05:50:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,41400,8582,90,0,
1569995700,2019-10-02 05:55:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,5100,8417,90,5104,
