Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570593600,2019-10-09 04:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,27200,8548,90,0,
1570593900,2019-10-09 04:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36400,8548,90,0,
1570594200,2019-10-09 04:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46500,8548,90,0,
1570594500,2019-10-09 04:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,400,8545,90,0,
1570594800,2019-10-09 04:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9100,8545,90,0,
1570595100,2019-10-09 04:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,17600,8545,90,0,
1570595400,2019-10-09 04:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,26400,8545,90,0,
1570595700,2019-10-09 04:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,35600,8545,90,0,
1570596000,2019-10-09 04:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,45200,8545,90,0,
1570596300,2019-10-09 04:45:00.000,57.977879N 10.547308E 183m,GNSS locked,8,Time OK,Fine lock,400,8548,100,312,
1570596600,2019-10-09 04:50:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,7900,8544,90,0,
1570596900,2019-10-09 04:55:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,17000,8544,90,0,
