Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570417200,2019-10-07 03:00:00.000,,,,465304,466223,464771,
1570417200,2019-10-07 03:00:00.000,28546,,,,,,
1570419000,2019-10-07 03:30:00.000,,,,465312,466230,464799,
1570417500,2019-10-07 03:05:00.000,28378,,,,,,
1570417800,2019-10-07 03:10:00.000,26475,,,,,,
1570418100,2019-10-07 03:15:00.000,26670,,,,,,
1570418400,2019-10-07 03:20:00.000,28364,,,,,,
1570418700,2019-10-07 03:25:00.000,26658,,,,,,
1570419000,2019-10-07 03:30:00.000,26807,,,,,,
1570419300,2019-10-07 03:35:00.000,28858,,,,,,
1570419600,2019-10-07 03:40:00.000,28003,,,,,,
1570419900,2019-10-07 03:45:00.000,28569,,,,,,
1570420200,2019-10-07 03:50:00.000,27829,,,,,,
1570420500,2019-10-07 03:55:00.000,27681,,,,,,
