Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570568400,2019-10-08 21:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,5200,8564,90,0,
1570568700,2019-10-08 21:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,14000,8564,90,0,
1570569000,2019-10-08 21:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,23500,8564,90,0,
1570569300,2019-10-08 21:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,34300,8564,90,0,
1570569600,2019-10-08 21:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46300,8564,90,0,
1570569900,2019-10-08 21:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,700,8561,90,0,
1570570200,2019-10-08 21:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9500,8561,90,0,
1570570500,2019-10-08 21:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,18900,8561,90,0,
1570570800,2019-10-08 21:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,29400,8561,90,0,
1570571100,2019-10-08 21:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,40600,8561,90,0,
1570571400,2019-10-08 21:50:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,1900,8627,90,-1875,
1570571700,2019-10-08 21:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5200,8559,90,0,
