Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570006800,2019-10-02 09:00:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,200,8593,100,0,
1570007100,2019-10-02 09:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9800,8587,90,0,
1570007400,2019-10-02 09:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23900,8587,90,0,
1570007700,2019-10-02 09:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,41100,8587,90,0,
1570008000,2019-10-02 09:20:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,500,8593,100,416,
1570008300,2019-10-02 09:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,8800,8590,90,0,
1570008600,2019-10-02 09:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,22200,8590,90,0,
1570008900,2019-10-02 09:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,39500,8590,90,0,
1570009200,2019-10-02 09:40:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,100,8589,90,0,
1570009500,2019-10-02 09:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,8200,8595,90,0,
1570009800,2019-10-02 09:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23000,8595,90,0,
1570010100,2019-10-02 09:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,42000,8595,90,0,
