Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570611600,2019-10-09 09:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,34400,8565,90,0,
1570611900,2019-10-09 09:05:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,3700,8670,90,-3645,
1570612200,2019-10-09 09:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,5600,8570,90,0,
1570612500,2019-10-09 09:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,18000,8570,90,0,
1570612800,2019-10-09 09:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32900,8570,90,0,
1570613100,2019-10-09 09:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,49700,8570,90,0,
1570613400,2019-10-09 09:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,2400,8573,90,0,
1570613700,2019-10-09 09:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,12600,8573,90,0,
1570614000,2019-10-09 09:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24200,8573,90,0,
1570614300,2019-10-09 09:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,37000,8573,90,0,
1570614600,2019-10-09 09:50:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,51200,8573,90,0,
1570614900,2019-10-09 09:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,3800,8579,90,0,
