Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570366800,2019-10-06 13:00:00.000,,,,465105,465917,464537,
1570366800,2019-10-06 13:00:00.000,24712,,,,,,
1570368600,2019-10-06 13:30:00.000,,,,465096,465900,464516,
1570367100,2019-10-06 13:05:00.000,76798,,,,,,
1570367400,2019-10-06 13:10:00.000,26623,,,,,,
1570367700,2019-10-06 13:15:00.000,26331,,,,,,
1570368000,2019-10-06 13:20:00.000,24437,,,,,,
1570368300,2019-10-06 13:25:00.000,-19983,,,,,,
1570368600,2019-10-06 13:30:00.000,26668,,,,,,
1570368900,2019-10-06 13:35:00.000,28882,,,,,,
1570369200,2019-10-06 13:40:00.000,26632,,,,,,
1570369500,2019-10-06 13:45:00.000,26754,,,,,,
1570369800,2019-10-06 13:50:00.000,26730,,,,,,
1570370100,2019-10-06 13:55:00.000,26862,,,,,,
