Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570230000,2019-10-04 23:00:00.000,,,,465275,466196,464742,
1570230000,2019-10-04 23:00:00.000,26859,,,,,,
1570231800,2019-10-04 23:30:00.000,,,,465270,466182,464743,
1570230300,2019-10-04 23:05:00.000,28627,,,,,,
1570230600,2019-10-04 23:10:00.000,26651,,,,,,
1570230900,2019-10-04 23:15:00.000,28603,,,,,,
1570231200,2019-10-04 23:20:00.000,26527,,,,,,
1570231500,2019-10-04 23:25:00.000,26957,,,,,,
1570231800,2019-10-04 23:30:00.000,28672,,,,,,
1570232100,2019-10-04 23:35:00.000,26740,,,,,,
1570232400,2019-10-04 23:40:00.000,28593,,,,,,
1570232700,2019-10-04 23:45:00.000,26785,,,,,,
1570233000,2019-10-04 23:50:00.000,26809,,,,,,
1570233300,2019-10-04 23:55:00.000,27081,,,,,,
