Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570420800,2019-10-07 04:00:00.000,,,,465308,466237,464785,
1570420800,2019-10-07 04:00:00.000,27334,,,,,,
1570422600,2019-10-07 04:30:00.000,,,,465323,466264,464771,
1570421100,2019-10-07 04:05:00.000,28440,,,,,,
1570421400,2019-10-07 04:10:00.000,27681,,,,,,
1570421700,2019-10-07 04:15:00.000,27358,,,,,,
1570422000,2019-10-07 04:20:00.000,29460,,,,,,
1570422300,2019-10-07 04:25:00.000,27533,,,,,,
1570422600,2019-10-07 04:30:00.000,28180,,,,,,
1570422900,2019-10-07 04:35:00.000,28395,,,,,,
1570423200,2019-10-07 04:40:00.000,26088,,,,,,
1570423500,2019-10-07 04:45:00.000,28460,,,,,,
1570423800,2019-10-07 04:50:00.000,28503,,,,,,
1570424100,2019-10-07 04:55:00.000,11409,,,,,,
