Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570453200,2019-10-07 13:00:00.000,,,,465164,466018,464598,
1570453200,2019-10-07 13:00:00.000,28106,,,,,,
1570455000,2019-10-07 13:30:00.000,,,,465165,465979,464591,
1570453500,2019-10-07 13:05:00.000,33648,,,,,,
1570453800,2019-10-07 13:10:00.000,28505,,,,,,
1570454100,2019-10-07 13:15:00.000,28672,,,,,,
1570454400,2019-10-07 13:20:00.000,28911,,,,,,
1570454700,2019-10-07 13:25:00.000,28639,,,,,,
1570455000,2019-10-07 13:30:00.000,28725,,,,,,
1570455300,2019-10-07 13:35:00.000,26656,,,,,,
1570455600,2019-10-07 13:40:00.000,28875,,,,,,
1570455900,2019-10-07 13:45:00.000,26862,,,,,,
1570456200,2019-10-07 13:50:00.000,28464,,,,,,
1570456500,2019-10-07 13:55:00.000,26694,,,,,,
