Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570287600,2019-10-05 15:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24900,8620,90,0,
1570287900,2019-10-05 15:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36200,8620,90,0,
1570288200,2019-10-05 15:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,49800,8620,90,0,
1570288500,2019-10-05 15:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,2000,8624,90,0,
1570288800,2019-10-05 15:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,11200,8624,90,0,
1570289100,2019-10-05 15:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,21800,8624,90,0,
1570289400,2019-10-05 15:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33700,8624,90,0,
1570289700,2019-10-05 15:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,46200,8624,90,0,
1570290000,2019-10-05 15:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1400,8624,90,0,
1570290300,2019-10-05 15:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10400,8624,90,0,
1570290600,2019-10-05 15:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,20200,8624,90,0,
1570290900,2019-10-05 15:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,31200,8624,90,0,
