Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570442400,2019-10-07 10:00:00.000,,,,465261,466168,464730,
1570442400,2019-10-07 10:00:00.000,30595,,,,,,
1570444200,2019-10-07 10:30:00.000,,,,465252,466148,464706,
1570442700,2019-10-07 10:05:00.000,28558,,,,,,
1570443000,2019-10-07 10:10:00.000,30294,,,,,,
1570443300,2019-10-07 10:15:00.000,28526,,,,,,
1570443600,2019-10-07 10:20:00.000,30483,,,,,,
1570443900,2019-10-07 10:25:00.000,28479,,,,,,
1570444200,2019-10-07 10:30:00.000,34391,,,,,,
1570444500,2019-10-07 10:35:00.000,28500,,,,,,
1570444800,2019-10-07 10:40:00.000,34496,,,,,,
1570445100,2019-10-07 10:45:00.000,30743,,,,,,
1570445400,2019-10-07 10:50:00.000,30478,,,,,,
1570445700,2019-10-07 10:55:00.000,28526,,,,,,
