Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569931200,2019-10-01 12:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5100,8645,90,0,
1569931500,2019-10-01 12:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15500,8645,90,0,
1569931800,2019-10-01 12:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27300,8645,90,0,
1569932100,2019-10-01 12:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,40200,8645,90,0,
1569932400,2019-10-01 12:20:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,1700,8698,90,-1666,
1569932700,2019-10-01 12:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,6200,8649,90,0,
1569933000,2019-10-01 12:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,17800,8649,90,0,
1569933300,2019-10-01 12:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32400,8649,90,0,
1569933600,2019-10-01 12:40:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,50900,8649,90,0,
1569933900,2019-10-01 12:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,2100,8655,90,0,
1569934200,2019-10-01 12:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15400,8655,90,0,
1569934500,2019-10-01 12:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,36400,8655,90,0,
