Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570172400,2019-10-04 07:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47800,8559,90,0,
1570172700,2019-10-04 07:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,500,8559,90,0,
1570173000,2019-10-04 07:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10200,8559,90,0,
1570173300,2019-10-04 07:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,21300,8559,90,0,
1570173600,2019-10-04 07:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33300,8559,90,0,
1570173900,2019-10-04 07:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,46400,8559,90,0,
1570174200,2019-10-04 07:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1100,8562,90,0,
1570174500,2019-10-04 07:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,11200,8562,90,0,
1570174800,2019-10-04 07:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,24200,8562,90,0,
1570175100,2019-10-04 07:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,41000,8562,90,0,
1570175400,2019-10-04 07:50:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,600,8569,100,-520,
1570175700,2019-10-04 07:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10000,8569,90,0,
