Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569906000,2019-10-01 05:00:00.000,,,,465252,466140,464702,
1569906000,2019-10-01 05:00:00.000,24774,,,,,,
1569907800,2019-10-01 05:30:00.000,,,,465242,466131,464699,
1569906300,2019-10-01 05:05:00.000,20847,,,,,,
1569906600,2019-10-01 05:10:00.000,20952,,,,,,
1569906900,2019-10-01 05:15:00.000,20816,,,,,,
1569907200,2019-10-01 05:20:00.000,20715,,,,,,
1569907500,2019-10-01 05:25:00.000,19220,,,,,,
1569907800,2019-10-01 05:30:00.000,18907,,,,,,
1569908100,2019-10-01 05:35:00.000,20785,,,,,,
1569908400,2019-10-01 05:40:00.000,24678,,,,,,
1569908700,2019-10-01 05:45:00.000,18773,,,,,,
1569909000,2019-10-01 05:50:00.000,49765,,,,,,
1569909300,2019-10-01 05:55:00.000,20744,,,,,,
