Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570575600,2019-10-08 23:00:00.000,,,,465288,466211,464796,
1570575600,2019-10-08 23:00:00.000,26625,,,,,,
1570577400,2019-10-08 23:30:00.000,,,,465298,466229,464773,
1570575900,2019-10-08 23:05:00.000,28706,,,,,,
1570576200,2019-10-08 23:10:00.000,28424,,,,,,
1570576500,2019-10-08 23:15:00.000,28589,,,,,,
1570576800,2019-10-08 23:20:00.000,30552,,,,,,
1570577100,2019-10-08 23:25:00.000,26615,,,,,,
1570577400,2019-10-08 23:30:00.000,28460,,,,,,
1570577700,2019-10-08 23:35:00.000,28445,,,,,,
1570578000,2019-10-08 23:40:00.000,26465,,,,,,
1570578300,2019-10-08 23:45:00.000,28347,,,,,,
1570578600,2019-10-08 23:50:00.000,34656,,,,,,
1570578900,2019-10-08 23:55:00.000,30366,,,,,,
