Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570305600,2019-10-05 20:00:00.000,,,,465249,466144,464709,
1570305600,2019-10-05 20:00:00.000,26690,,,,,,
1570307400,2019-10-05 20:30:00.000,,,,465249,466145,464728,
1570305900,2019-10-05 20:05:00.000,-4351,,,,,,
1570306200,2019-10-05 20:10:00.000,24833,,,,,,
1570306500,2019-10-05 20:15:00.000,24554,,,,,,
1570306800,2019-10-05 20:20:00.000,28319,,,,,,
1570307100,2019-10-05 20:25:00.000,20527,,,,,,
1570307400,2019-10-05 20:30:00.000,24494,,,,,,
1570307700,2019-10-05 20:35:00.000,26998,,,,,,
1570308000,2019-10-05 20:40:00.000,28524,,,,,,
1570308300,2019-10-05 20:45:00.000,26572,,,,,,
1570308600,2019-10-05 20:50:00.000,-21569,,,,,,
1570308900,2019-10-05 20:55:00.000,24587,,,,,,
