Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1569906000,2019-10-01 05:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,4200,8597,90,0,
1569906300,2019-10-01 05:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,13700,8597,90,0,
1569906600,2019-10-01 05:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,23400,8597,90,0,
1569906900,2019-10-01 05:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,33000,8597,90,0,
1569907200,2019-10-01 05:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,42400,8597,90,0,
1569907500,2019-10-01 05:25:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,51700,8597,90,0,
1569907800,2019-10-01 05:30:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,3700,8593,90,0,
1569908100,2019-10-01 05:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,12800,8593,90,0,
1569908400,2019-10-01 05:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,22100,8593,90,0,
1569908700,2019-10-01 05:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,30900,8593,90,0,
1569909000,2019-10-01 05:50:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,39400,8593,90,0,
1569909300,2019-10-01 05:55:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,48200,8593,90,0,
