Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570021200,2019-10-02 13:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,26500,8663,90,0,
1570021500,2019-10-02 13:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,42800,8663,90,0,
1570021800,2019-10-02 13:10:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,400,8668,100,312,
1570022100,2019-10-02 13:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9300,8667,90,0,
1570022400,2019-10-02 13:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,22000,8667,90,0,
1570022700,2019-10-02 13:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,37300,8667,90,0,
1570023000,2019-10-02 13:30:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,2100,8743,90,-2083,
1570023300,2019-10-02 13:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5600,8678,90,0,
1570023600,2019-10-02 13:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15500,8678,90,0,
1570023900,2019-10-02 13:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,25700,8678,90,0,
1570024200,2019-10-02 13:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,36400,8678,90,0,
1570024500,2019-10-02 13:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47800,8678,90,0,
