Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570226400,2019-10-04 22:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,9200,8578,90,0,
1570226700,2019-10-04 22:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,18200,8578,90,0,
1570227000,2019-10-04 22:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,26800,8578,90,0,
1570227300,2019-10-04 22:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,36200,8578,90,0,
1570227600,2019-10-04 22:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,46200,8578,90,0,
1570227900,2019-10-04 22:25:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,300,8574,100,-208,
1570228200,2019-10-04 22:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,8400,8575,90,0,
1570228500,2019-10-04 22:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,17000,8575,90,0,
1570228800,2019-10-04 22:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,25900,8575,90,0,
1570229100,2019-10-04 22:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,35500,8575,90,0,
1570229400,2019-10-04 22:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,45300,8575,90,0,
1570229700,2019-10-04 22:55:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,400,8571,100,-312,
