Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570474800,2019-10-07 19:00:00.000,,,,465262,466157,464699,
1570474800,2019-10-07 19:00:00.000,26771,,,,,,
1570476600,2019-10-07 19:30:00.000,,,,465234,466138,464705,
1570475100,2019-10-07 19:05:00.000,26613,,,,,,
1570475400,2019-10-07 19:10:00.000,26902,,,,,,
1570475700,2019-10-07 19:15:00.000,24695,,,,,,
1570476000,2019-10-07 19:20:00.000,28476,,,,,,
1570476300,2019-10-07 19:25:00.000,26658,,,,,,
1570476600,2019-10-07 19:30:00.000,24912,,,,,,
1570476900,2019-10-07 19:35:00.000,24831,,,,,,
1570477200,2019-10-07 19:40:00.000,26921,,,,,,
1570477500,2019-10-07 19:45:00.000,24781,,,,,,
1570477800,2019-10-07 19:50:00.000,26558,,,,,,
1570478100,2019-10-07 19:55:00.000,26768,,,,,,
