Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570114800,2019-10-03 15:00:00.000,,,,465212,466045,464627,
1570114800,2019-10-03 15:00:00.000,30750,,,,,,
1570116600,2019-10-03 15:30:00.000,,,,465175,466027,464604,
1570115100,2019-10-03 15:05:00.000,1154,,,,,,
1570115400,2019-10-03 15:10:00.000,28319,,,,,,
1570115700,2019-10-03 15:15:00.000,30340,,,,,,
1570116000,2019-10-03 15:20:00.000,28543,,,,,,
1570116300,2019-10-03 15:25:00.000,28405,,,,,,
1570116600,2019-10-03 15:30:00.000,30082,,,,,,
1570116900,2019-10-03 15:35:00.000,8850,,,,,,
1570117200,2019-10-03 15:40:00.000,30105,,,,,,
1570117500,2019-10-03 15:45:00.000,29324,,,,,,
1570117800,2019-10-03 15:50:00.000,27497,,,,,,
1570118100,2019-10-03 15:55:00.000,28390,,,,,,
