Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570244400,2019-10-05 03:00:00.000,,,,465283,466204,464760,
1570244400,2019-10-05 03:00:00.000,30791,,,,,,
1570246200,2019-10-05 03:30:00.000,,,,465279,466194,464743,
1570244700,2019-10-05 03:05:00.000,26467,,,,,,
1570245000,2019-10-05 03:10:00.000,26656,,,,,,
1570245300,2019-10-05 03:15:00.000,28620,,,,,,
1570245600,2019-10-05 03:20:00.000,28526,,,,,,
1570245900,2019-10-05 03:25:00.000,24955,,,,,,
1570246200,2019-10-05 03:30:00.000,28844,,,,,,
1570246500,2019-10-05 03:35:00.000,28472,,,,,,
1570246800,2019-10-05 03:40:00.000,69544,,,,,,
1570247100,2019-10-05 03:45:00.000,28522,,,,,,
1570247400,2019-10-05 03:50:00.000,30426,,,,,,
1570247700,2019-10-05 03:55:00.000,28452,,,,,,
