Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570078800,2019-10-03 05:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,2100,8512,90,0,
1570079100,2019-10-03 05:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,11000,8512,90,0,
1570079400,2019-10-03 05:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19600,8512,90,0,
1570079700,2019-10-03 05:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,29100,8512,90,0,
1570080000,2019-10-03 05:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,39500,8512,90,0,
1570080300,2019-10-03 05:25:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,GNSS antenna shorted,Free running,50600,8512,90,0,
1570080600,2019-10-03 05:30:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,3400,8513,90,0,
1570080900,2019-10-03 05:35:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,12200,8513,90,0,
1570081200,2019-10-03 05:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,21100,8513,90,0,
1570081500,2019-10-03 05:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,31200,8513,90,0,
1570081800,2019-10-03 05:50:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,41800,8513,90,0,
1570082100,2019-10-03 05:55:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Coarse lock,1800,8580,90,-1770,
