Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570485600,2019-10-07 22:00:00.000,,,,465275,466185,464741,
1570485600,2019-10-07 22:00:00.000,24401,,,,,,
1570487400,2019-10-07 22:30:00.000,,,,465280,466181,464741,
1570485900,2019-10-07 22:05:00.000,26513,,,,,,
1570486200,2019-10-07 22:10:00.000,24463,,,,,,
1570486500,2019-10-07 22:15:00.000,26697,,,,,,
1570486800,2019-10-07 22:20:00.000,26924,,,,,,
1570487100,2019-10-07 22:25:00.000,26615,,,,,,
1570487400,2019-10-07 22:30:00.000,24530,,,,,,
1570487700,2019-10-07 22:35:00.000,26331,,,,,,
1570488000,2019-10-07 22:40:00.000,26374,,,,,,
1570488300,2019-10-07 22:45:00.000,26443,,,,,,
1570488600,2019-10-07 22:50:00.000,26699,,,,,,
1570488900,2019-10-07 22:55:00.000,24595,,,,,,
