Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570046400,2019-10-02 20:00:00.000,,,,465264,466158,464733,
1570046400,2019-10-02 20:00:00.000,24394,,,,,,
1570048200,2019-10-02 20:30:00.000,,,,465267,466200,464750,
1570046700,2019-10-02 20:05:00.000,18692,,,,,,
1570047000,2019-10-02 20:10:00.000,21000,,,,,,
1570047300,2019-10-02 20:15:00.000,20395,,,,,,
1570047600,2019-10-02 20:20:00.000,18549,,,,,,
1570047900,2019-10-02 20:25:00.000,18568,,,,,,
1570048200,2019-10-02 20:30:00.000,20854,,,,,,
1570048500,2019-10-02 20:35:00.000,18718,,,,,,
1570048800,2019-10-02 20:40:00.000,20455,,,,,,
1570049100,2019-10-02 20:45:00.000,18582,,,,,,
1570049400,2019-10-02 20:50:00.000,20892,,,,,,
1570049700,2019-10-02 20:55:00.000,20441,,,,,,
