Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570564800,2019-10-08 20:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,47100,8571,90,0,
1570565100,2019-10-08 20:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1400,8568,90,0,
1570565400,2019-10-08 20:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10100,8568,90,0,
1570565700,2019-10-08 20:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,20300,8568,90,0,
1570566000,2019-10-08 20:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,32200,8568,90,0,
1570566300,2019-10-08 20:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46100,8568,90,0,
1570566600,2019-10-08 20:30:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Fine lock,300,8569,100,208,
1570566900,2019-10-08 20:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,7700,8566,90,0,
1570567200,2019-10-08 20:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,16900,8566,90,0,
1570567500,2019-10-08 20:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27400,8566,90,0,
1570567800,2019-10-08 20:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,39600,8566,90,0,
1570568100,2019-10-08 20:55:00.000,57.977879N 10.547308E 183m,GNSS locked,6,Time OK,Coarse lock,1500,8627,90,-1458,
