Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570536000,2019-10-08 12:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15200,8604,90,0,
1570536300,2019-10-08 12:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27000,8604,90,0,
1570536600,2019-10-08 12:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,39800,8604,90,0,
1570536900,2019-10-08 12:15:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,3800,8499,90,3750,
1570537200,2019-10-08 12:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,5500,8595,90,0,
1570537500,2019-10-08 12:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15800,8595,90,0,
1570537800,2019-10-08 12:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,27200,8595,90,0,
1570538100,2019-10-08 12:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,39200,8595,90,0,
1570538400,2019-10-08 12:40:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Free running,52400,8595,90,0,
1570538700,2019-10-08 12:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,4600,8608,90,0,
1570539000,2019-10-08 12:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,15000,8608,90,0,
1570539300,2019-10-08 12:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,26800,8608,90,0,
