Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570572000,2019-10-08 22:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,13800,8559,90,0,
1570572300,2019-10-08 22:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,23000,8559,90,0,
1570572600,2019-10-08 22:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,33200,8559,90,0,
1570572900,2019-10-08 22:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44100,8559,90,0,
1570573200,2019-10-08 22:20:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,600,8553,100,-416,
1570573500,2019-10-08 22:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,7300,8564,90,0,
1570573800,2019-10-08 22:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,15800,8564,90,0,
1570574100,2019-10-08 22:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24600,8564,90,0,
1570574400,2019-10-08 22:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,34100,8564,90,0,
1570574700,2019-10-08 22:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,43800,8564,90,0,
1570575000,2019-10-08 22:50:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,200,8563,90,104,
1570575300,2019-10-08 22:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6600,8562,90,0,
