Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570100400,2019-10-03 11:00:00.000,,,,465249,466140,464705,
1570100400,2019-10-03 11:00:00.000,34405,,,,,,
1570102200,2019-10-03 11:30:00.000,,,,465206,466086,464673,
1570100700,2019-10-03 11:05:00.000,36182,,,,,,
1570101000,2019-10-03 11:10:00.000,34307,,,,,,
1570101300,2019-10-03 11:15:00.000,36259,,,,,,
1570101600,2019-10-03 11:20:00.000,34329,,,,,,
1570101900,2019-10-03 11:25:00.000,34591,,,,,,
1570102200,2019-10-03 11:30:00.000,34279,,,,,,
1570102500,2019-10-03 11:35:00.000,34582,,,,,,
1570102800,2019-10-03 11:40:00.000,34219,,,,,,
1570103100,2019-10-03 11:45:00.000,34388,,,,,,
1570103400,2019-10-03 11:50:00.000,30234,,,,,,
1570103700,2019-10-03 11:55:00.000,30268,,,,,,
