Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570593600,2019-10-09 04:00:00.000,,,,465318,466250,464792,
1570593600,2019-10-09 04:00:00.000,30383,,,,,,
1570595400,2019-10-09 04:30:00.000,,,,465310,466322,464781,
1570593900,2019-10-09 04:05:00.000,34388,,,,,,
1570594200,2019-10-09 04:10:00.000,34455,,,,,,
1570594500,2019-10-09 04:15:00.000,30500,,,,,,
1570594800,2019-10-09 04:20:00.000,34634,,,,,,
1570595100,2019-10-09 04:25:00.000,30483,,,,,,
1570595400,2019-10-09 04:30:00.000,28340,,,,,,
1570595700,2019-10-09 04:35:00.000,28524,,,,,,
1570596000,2019-10-09 04:40:00.000,34551,,,,,,
1570596300,2019-10-09 04:45:00.000,34752,,,,,,
1570596600,2019-10-09 04:50:00.000,34291,,,,,,
1570596900,2019-10-09 04:55:00.000,30249,,,,,,
