Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570467600,2019-10-07 17:00:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,6000,8644,90,0,
1570467900,2019-10-07 17:05:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,20000,8644,90,0,
1570468200,2019-10-07 17:10:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,39600,8644,90,0,
1570468500,2019-10-07 17:15:00.000,57.977879N 10.547308E 183m,GNSS locked,7,Time OK,Fine lock,500,8627,100,-416,
1570468800,2019-10-07 17:20:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,6000,8627,90,0,
1570469100,2019-10-07 17:25:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,19500,8627,90,0,
1570469400,2019-10-07 17:30:00.000,57.977879N 10.547308E 183m,Off,7,Time OK,Free running,38900,8627,90,0,
1570469700,2019-10-07 17:35:00.000,57.977879N 10.547308E 183m,GNSS locked,8,Time OK,Fine lock,100,8618,100,104,
1570470000,2019-10-07 17:40:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,8700,8625,90,0,
1570470300,2019-10-07 17:45:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,23000,8625,90,0,
1570470600,2019-10-07 17:50:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,42000,8625,90,0,
1570470900,2019-10-07 17:55:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,200,8609,90,-104,
