Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570528800,2019-10-08 10:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6700,8581,90,0,
1570529100,2019-10-08 10:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,17500,8581,90,0,
1570529400,2019-10-08 10:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,29500,8581,90,0,
1570529700,2019-10-08 10:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,42800,8581,90,0,
1570530000,2019-10-08 10:20:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Fine lock,300,8575,100,0,
1570530300,2019-10-08 10:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10500,8590,90,0,
1570530600,2019-10-08 10:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,29600,8590,90,0,
1570530900,2019-10-08 10:35:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,53400,8590,90,0,
1570531200,2019-10-08 10:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,6800,8596,90,0,
1570531500,2019-10-08 10:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19600,8596,90,0,
1570531800,2019-10-08 10:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,35200,8596,90,0,
1570532100,2019-10-08 10:55:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,52600,8596,90,0,
