Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570388400,2019-10-06 19:00:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,23600,8610,90,0,
1570388700,2019-10-06 19:05:00.000,57.977879N 10.547308E 183m,Off,8,Time OK,Free running,43500,8610,90,0,
1570389000,2019-10-06 19:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,2000,8613,90,0,
1570389300,2019-10-06 19:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,13200,8613,90,0,
1570389600,2019-10-06 19:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,28800,8613,90,0,
1570389900,2019-10-06 19:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,48500,8613,90,0,
1570390200,2019-10-06 19:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,2300,8604,90,0,
1570390500,2019-10-06 19:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,12800,8604,90,0,
1570390800,2019-10-06 19:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,26900,8604,90,0,
1570391100,2019-10-06 19:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,44500,8604,90,0,
1570391400,2019-10-06 19:50:00.000,57.977879N 10.547308E 183m,GNSS locked,10,Time OK,Coarse lock,100,8607,90,0,
1570391700,2019-10-06 19:55:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,7500,8598,90,0,
