Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570388400,2019-10-06 19:00:00.000,,,,465213,466096,464666,
1570388400,2019-10-06 19:00:00.000,20670,,,,,,
1570390200,2019-10-06 19:30:00.000,,,,465227,466113,464709,
1570388700,2019-10-06 19:05:00.000,20214,,,,,,
1570389000,2019-10-06 19:10:00.000,22497,,,,,,
1570389300,2019-10-06 19:15:00.000,20773,,,,,,
1570389600,2019-10-06 19:20:00.000,24544,,,,,,
1570389900,2019-10-06 19:25:00.000,22705,,,,,,
1570390200,2019-10-06 19:30:00.000,20773,,,,,,
1570390500,2019-10-06 19:35:00.000,22703,,,,,,
1570390800,2019-10-06 19:40:00.000,22851,,,,,,
1570391100,2019-10-06 19:45:00.000,22696,,,,,,
1570391400,2019-10-06 19:50:00.000,-6721,,,,,,
1570391700,2019-10-06 19:55:00.000,22533,,,,,,
