Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570489200,2019-10-07 23:00:00.000,,,,465283,466188,464754,
1570489200,2019-10-07 23:00:00.000,-21491,,,,,,
1570491000,2019-10-07 23:30:00.000,,,,465287,466179,464749,
1570489500,2019-10-07 23:05:00.000,26532,,,,,,
1570489800,2019-10-07 23:10:00.000,28366,,,,,,
1570490100,2019-10-07 23:15:00.000,24456,,,,,,
1570490400,2019-10-07 23:20:00.000,26799,,,,,,
1570490700,2019-10-07 23:25:00.000,24740,,,,,,
1570491000,2019-10-07 23:30:00.000,26647,,,,,,
1570491300,2019-10-07 23:35:00.000,30535,,,,,,
1570491600,2019-10-07 23:40:00.000,26687,,,,,,
1570491900,2019-10-07 23:45:00.000,24635,,,,,,
1570492200,2019-10-07 23:50:00.000,28581,,,,,,
1570492500,2019-10-07 23:55:00.000,26463,,,,,,
