Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570626000,2019-10-09 13:00:00.000,,,,465180,466034,464636,
1570626000,2019-10-09 13:00:00.000,30285,,,,,,
1570627800,2019-10-09 13:30:00.000,,,,465175,466034,464621,
1570626300,2019-10-09 13:05:00.000,30263,,,,,,
1570626600,2019-10-09 13:10:00.000,30464,,,,,,
1570626900,2019-10-09 13:15:00.000,30222,,,,,,
1570627200,2019-10-09 13:20:00.000,30469,,,,,,
1570627500,2019-10-09 13:25:00.000,30237,,,,,,
1570627800,2019-10-09 13:30:00.000,43196,,,,,,
1570628100,2019-10-09 13:35:00.000,30275,,,,,,
1570628400,2019-10-09 13:40:00.000,30251,,,,,,
1570628700,2019-10-09 13:45:00.000,33368,,,,,,
1570629000,2019-10-09 13:50:00.000,28995,,,,,,
1570629300,2019-10-09 13:55:00.000,29241,,,,,,
