Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570586400,2019-10-09 02:00:00.000,,,,465293,466202,464762,
1570586400,2019-10-09 02:00:00.000,30471,,,,,,
1570588200,2019-10-09 02:30:00.000,,,,465308,466224,464770,
1570586700,2019-10-09 02:05:00.000,30514,,,,,,
1570587000,2019-10-09 02:10:00.000,30354,,,,,,
1570587300,2019-10-09 02:15:00.000,30478,,,,,,
1570587600,2019-10-09 02:20:00.000,28242,,,,,,
1570587900,2019-10-09 02:25:00.000,28393,,,,,,
1570588200,2019-10-09 02:30:00.000,28464,,,,,,
1570588500,2019-10-09 02:35:00.000,28397,,,,,,
1570588800,2019-10-09 02:40:00.000,30340,,,,,,
1570589100,2019-10-09 02:45:00.000,28206,,,,,,
1570589400,2019-10-09 02:50:00.000,28211,,,,,,
1570589700,2019-10-09 02:55:00.000,28218,,,,,,
