Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570424400,2019-10-07 05:00:00.000,,,,465326,466262,464812,
1570424400,2019-10-07 05:00:00.000,30342,,,,,,
1570426200,2019-10-07 05:30:00.000,,,,465316,466237,464789,
1570424700,2019-10-07 05:05:00.000,26479,,,,,,
1570425000,2019-10-07 05:10:00.000,28546,,,,,,
1570425300,2019-10-07 05:15:00.000,28455,,,,,,
1570425600,2019-10-07 05:20:00.000,28273,,,,,,
1570425900,2019-10-07 05:25:00.000,28469,,,,,,
1570426200,2019-10-07 05:30:00.000,26403,,,,,,
1570426500,2019-10-07 05:35:00.000,28483,,,,,,
1570426800,2019-10-07 05:40:00.000,28412,,,,,,
1570427100,2019-10-07 05:45:00.000,28347,,,,,,
1570427400,2019-10-07 05:50:00.000,30237,,,,,,
1570427700,2019-10-07 05:55:00.000,28309,,,,,,
