Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570611600,2019-10-09 09:00:00.000,,,,465290,466182,464749,
1570611600,2019-10-09 09:00:00.000,34482,,,,,,
1570613400,2019-10-09 09:30:00.000,,,,465288,466181,464750,
1570611900,2019-10-09 09:05:00.000,30669,,,,,,
1570612200,2019-10-09 09:10:00.000,30201,,,,,,
1570612500,2019-10-09 09:15:00.000,34257,,,,,,
1570612800,2019-10-09 09:20:00.000,34056,,,,,,
1570613100,2019-10-09 09:25:00.000,34317,,,,,,
1570613400,2019-10-09 09:30:00.000,26453,,,,,,
1570613700,2019-10-09 09:35:00.000,34446,,,,,,
1570614000,2019-10-09 09:40:00.000,34336,,,,,,
1570614300,2019-10-09 09:45:00.000,5215,,,,,,
1570614600,2019-10-09 09:50:00.000,34670,,,,,,
1570614900,2019-10-09 09:55:00.000,26417,,,,,,
