Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570557600,2019-10-08 18:00:00.000,,,,465225,466119,464708,
1570557600,2019-10-08 18:00:00.000,28596,,,,,,
1570559400,2019-10-08 18:30:00.000,,,,465264,466133,464721,
1570557900,2019-10-08 18:05:00.000,28440,,,,,,
1570558200,2019-10-08 18:10:00.000,28574,,,,,,
1570558500,2019-10-08 18:15:00.000,28725,,,,,,
1570558800,2019-10-08 18:20:00.000,30351,,,,,,
1570559100,2019-10-08 18:25:00.000,28672,,,,,,
1570559400,2019-10-08 18:30:00.000,28629,,,,,,
1570559700,2019-10-08 18:35:00.000,28457,,,,,,
1570560000,2019-10-08 18:40:00.000,28412,,,,,,
1570560300,2019-10-08 18:45:00.000,26458,,,,,,
1570560600,2019-10-08 18:50:00.000,26754,,,,,,
1570560900,2019-10-08 18:55:00.000,26415,,,,,,
