Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569960000,2019-10-01 20:00:00.000,,,,465237,466133,464692,
1569960000,2019-10-01 20:00:00.000,18900,,,,,,
1569961800,2019-10-01 20:30:00.000,,,,465263,466151,464721,
1569960300,2019-10-01 20:05:00.000,16893,,,,,,
1569960600,2019-10-01 20:10:00.000,16731,,,,,,
1569960900,2019-10-01 20:15:00.000,16776,,,,,,
1569961200,2019-10-01 20:20:00.000,18890,,,,,,
1569961500,2019-10-01 20:25:00.000,20636,,,,,,
1569961800,2019-10-01 20:30:00.000,18716,,,,,,
1569962100,2019-10-01 20:35:00.000,18881,,,,,,
1569962400,2019-10-01 20:40:00.000,16487,,,,,,
1569962700,2019-10-01 20:45:00.000,18752,,,,,,
1569963000,2019-10-01 20:50:00.000,18993,,,,,,
1569963300,2019-10-01 20:55:00.000,35623,,,,,,
