Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570510800,2019-10-08 05:00:00.000,,,,465276,466164,464748,
1570510800,2019-10-08 05:00:00.000,28591,,,,,,
1570512600,2019-10-08 05:30:00.000,,,,465276,466196,464747,
1570511100,2019-10-08 05:05:00.000,29320,,,,,,
1570511400,2019-10-08 05:10:00.000,28696,,,,,,
1570511700,2019-10-08 05:15:00.000,28400,,,,,,
1570512000,2019-10-08 05:20:00.000,28577,,,,,,
1570512300,2019-10-08 05:25:00.000,29434,,,,,,
1570512600,2019-10-08 05:30:00.000,28505,,,,,,
1570512900,2019-10-08 05:35:00.000,27748,,,,,,
1570513200,2019-10-08 05:40:00.000,28667,,,,,,
1570513500,2019-10-08 05:45:00.000,27079,,,,,,
1570513800,2019-10-08 05:50:00.000,27313,,,,,,
1570514100,2019-10-08 05:55:00.000,29040,,,,,,
