Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569902400,2019-10-01 04:00:00.000,,,,465243,466136,464716,
1569902400,2019-10-01 04:00:00.000,18773,,,,,,
1569904200,2019-10-01 04:30:00.000,,,,465267,466136,464717,
1569902700,2019-10-01 04:05:00.000,20818,,,,,,
1569903000,2019-10-01 04:10:00.000,17526,,,,,,
1569903300,2019-10-01 04:15:00.000,20512,,,,,,
1569903600,2019-10-01 04:20:00.000,16934,,,,,,
1569903900,2019-10-01 04:25:00.000,15288,,,,,,
1569904200,2019-10-01 04:30:00.000,18926,,,,,,
1569904500,2019-10-01 04:35:00.000,21023,,,,,,
1569904800,2019-10-01 04:40:00.000,18845,,,,,,
1569905100,2019-10-01 04:45:00.000,20825,,,,,,
1569905400,2019-10-01 04:50:00.000,20806,,,,,,
1569905700,2019-10-01 04:55:00.000,19089,,,,,,
