Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570413600,2019-10-07 02:00:00.000,57.977879N 10.547308E 183m,GNSS locked,9,Time OK,Coarse lock,1800,8613,90,-1770,
1570413900,2019-10-07 02:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,5600,8554,90,0,
1570414200,2019-10-07 02:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,14800,8554,90,0,
1570414500,2019-10-07 02:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,24500,8554,90,0,
1570414800,2019-10-07 02:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,35500,8554,90,0,
1570415100,2019-10-07 02:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,47400,8554,90,0,
1570415400,2019-10-07 02:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,1400,8559,90,0,
1570415700,2019-10-07 02:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,10000,8559,90,0,
1570416000,2019-10-07 02:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,19000,8559,90,0,
1570416300,2019-10-07 02:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,28700,8559,90,0,
1570416600,2019-10-07 02:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,39200,8559,90,0,
1570416900,2019-10-07 02:55:00.000,57.977879N 10.547308E 183m,GNSS unlocked,0,Time OK,Free running,50900,8559,90,0,
