Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570147200,2019-10-04 00:00:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9300,8557,90,0,
1570147500,2019-10-04 00:05:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,18300,8557,90,0,
1570147800,2019-10-04 00:10:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,27000,8557,90,0,
1570148100,2019-10-04 00:15:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36700,8557,90,0,
1570148400,2019-10-04 00:20:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,46900,8557,90,0,
1570148700,2019-10-04 00:25:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,400,8557,90,0,
1570149000,2019-10-04 00:30:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,9400,8557,90,0,
1570149300,2019-10-04 00:35:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,18000,8557,90,0,
1570149600,2019-10-04 00:40:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,26800,8557,90,0,
1570149900,2019-10-04 00:45:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,36100,8557,90,0,
1570150200,2019-10-04 00:50:00.000,57.977879N 10.547308E 183m,Off,9,Time OK,Free running,45800,8557,90,0,
1570150500,2019-10-04 00:55:00.000,57.977879N 10.547308E 183m,GNSS locked,8,Time OK,Fine lock,600,8555,100,-520,
