Time(longsecs),Time(UTC),Earth location,GNSS receiver status,GNSS satellites used,Timing status,Phase lock loop status,Time uncertainty(ns),Timing DAC count,Time quality(&#37;),Time error(ns),
1570075200,2019-10-03 04:00:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1800,8523,90,0,
1570075500,2019-10-03 04:05:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,11100,8523,90,0,
1570075800,2019-10-03 04:10:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,20000,8523,90,0,
1570076100,2019-10-03 04:15:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,28700,8523,90,0,
1570076400,2019-10-03 04:20:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,38400,8523,90,0,
1570076700,2019-10-03 04:25:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48700,8523,90,0,
1570077000,2019-10-03 04:30:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,1900,8522,90,0,
1570077300,2019-10-03 04:35:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,10700,8522,90,0,
1570077600,2019-10-03 04:40:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,19300,8522,90,0,
1570077900,2019-10-03 04:45:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,28200,8522,90,0,
1570078200,2019-10-03 04:50:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,38200,8522,90,0,
1570078500,2019-10-03 04:55:00.000,57.977879N 10.547308E 183m,Off,10,Time OK,Free running,48800,8522,90,0,
