Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570521600,2019-10-08 08:00:00.000,,,,465280,466181,464748,
1570521600,2019-10-08 08:00:00.000,26503,,,,,,
1570523400,2019-10-08 08:30:00.000,,,,465295,466185,464756,
1570521900,2019-10-08 08:05:00.000,28572,,,,,,
1570522200,2019-10-08 08:10:00.000,28763,,,,,,
1570522500,2019-10-08 08:15:00.000,28569,,,,,,
1570522800,2019-10-08 08:20:00.000,28718,,,,,,
1570523100,2019-10-08 08:25:00.000,28407,,,,,,
1570523400,2019-10-08 08:30:00.000,28787,,,,,,
1570523700,2019-10-08 08:35:00.000,28166,,,,,,
1570524000,2019-10-08 08:40:00.000,30191,,,,,,
1570524300,2019-10-08 08:45:00.000,28591,,,,,,
1570524600,2019-10-08 08:50:00.000,28163,,,,,,
1570524900,2019-10-08 08:55:00.000,30294,,,,,,
