Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570075200,2019-10-03 04:00:00.000,,,,465376,466329,464873,
1570075200,2019-10-03 04:00:00.000,30153,,,,,,
1570077000,2019-10-03 04:30:00.000,,,,465381,466344,464873,
1570075500,2019-10-03 04:05:00.000,30375,,,,,,
1570075800,2019-10-03 04:10:00.000,30492,,,,,,
1570076100,2019-10-03 04:15:00.000,34553,,,,,,
1570076400,2019-10-03 04:20:00.000,34749,,,,,,
1570076700,2019-10-03 04:25:00.000,34350,,,,,,
1570077000,2019-10-03 04:30:00.000,34343,,,,,,
1570077300,2019-10-03 04:35:00.000,30306,,,,,,
1570077600,2019-10-03 04:40:00.000,34319,,,,,,
1570077900,2019-10-03 04:45:00.000,7367,,,,,,
1570078200,2019-10-03 04:50:00.000,34381,,,,,,
1570078500,2019-10-03 04:55:00.000,36240,,,,,,
